COR-CRS328: Interface vlan114(MHI): Bits received
2022-11-23 23:57:15 1669247835 30528
2022-11-23 23:54:15 1669247655 30992
2022-11-23 23:51:15 1669247475 40536
2022-11-23 23:48:15 1669247295 39800
2022-11-23 23:45:15 1669247115 31992
2022-11-23 23:42:15 1669246935 30976
2022-11-23 23:39:15 1669246755 30112
2022-11-23 23:36:16 1669246576 30776
2022-11-23 23:33:15 1669246395 31848
2022-11-23 23:30:15 1669246215 32560
2022-11-23 23:27:15 1669246035 30608
2022-11-23 23:24:16 1669245856 30136
2022-11-23 23:21:15 1669245675 40536
2022-11-23 23:18:15 1669245495 39840
2022-11-23 23:15:16 1669245316 31864
2022-11-23 23:12:15 1669245135 31232
2022-11-23 23:09:15 1669244955 31368
2022-11-23 23:06:15 1669244775 30592
2022-11-23 23:03:16 1669244596 32544
2022-11-23 23:00:15 1669244415 32400
2022-11-23 22:57:16 1669244236 30352
2022-11-23 22:54:15 1669244055 30736
2022-11-23 22:51:15 1669243875 40192
2022-11-23 22:48:15 1669243695 39280
2022-11-23 22:45:16 1669243516 32872
2022-11-23 22:42:15 1669243335 30144
2022-11-23 22:39:16 1669243156 30472
2022-11-23 22:36:15 1669242975 30600
2022-11-23 22:33:16 1669242796 31048
2022-11-23 22:30:15 1669242615 32048
2022-11-23 22:27:15 1669242435 30264
2022-11-23 22:24:15 1669242255 30888
2022-11-23 22:21:15 1669242075 40648
2022-11-23 22:18:15 1669241895 39840
2022-11-23 22:15:15 1669241715 31688
2022-11-23 22:12:15 1669241535 30872
2022-11-23 22:09:16 1669241356 30560
2022-11-23 22:06:15 1669241175 30896
2022-11-23 22:03:15 1669240995 32944
2022-11-23 22:00:15 1669240815 31944
2022-11-23 21:57:15 1669240635 29968
2022-11-23 21:54:16 1669240456 30752
2022-11-23 21:51:15 1669240275 39416
2022-11-23 21:48:15 1669240095 39928
2022-11-23 21:45:15 1669239915 31160
2022-11-23 21:42:15 1669239735 29776
2022-11-23 21:39:15 1669239555 31072
2022-11-23 21:36:15 1669239375 30560
2022-11-23 21:33:15 1669239195 30912
2022-11-23 21:30:15 1669239015 32304
2022-11-23 21:27:15 1669238835 30424
2022-11-23 21:24:15 1669238655 30920
2022-11-23 21:21:15 1669238475 39352
2022-11-23 21:18:15 1669238295 41000
2022-11-23 21:15:15 1669238115 31032
2022-11-23 21:12:16 1669237936 31048
2022-11-23 21:09:15 1669237755 30968
2022-11-23 21:06:15 1669237575 30600
2022-11-23 21:03:16 1669237396 32776
2022-11-23 21:00:15 1669237215 31824
2022-11-23 20:57:15 1669237035 30384
2022-11-23 20:54:15 1669236855 30984
2022-11-23 20:51:15 1669236675 39048
2022-11-23 20:48:15 1669236495 40584
2022-11-23 20:45:15 1669236315 30944
2022-11-23 20:42:16 1669236136 30872
2022-11-23 20:39:15 1669235955 31040
2022-11-23 20:36:15 1669235775 30256
2022-11-23 20:33:16 1669235596 31064
2022-11-23 20:30:16 1669235416 32144
2022-11-23 20:27:15 1669235235 30432
2022-11-23 20:24:16 1669235056 30960
2022-11-23 20:21:15 1669234875 39560
2022-11-23 20:18:15 1669234695 40520
2022-11-23 20:15:15 1669234515 30192
2022-11-23 20:12:15 1669234335 31184
2022-11-23 20:09:15 1669234155 31248
2022-11-23 20:06:15 1669233975 30688
2022-11-23 20:03:15 1669233795 32744
2022-11-23 20:00:15 1669233615 30360
2022-11-23 19:57:16 1669233436 32288
2022-11-23 19:54:15 1669233255 28992
2022-11-23 19:51:15 1669233075 39960
2022-11-23 19:48:15 1669232895 41048
2022-11-23 19:45:15 1669232715 30720
2022-11-23 19:42:15 1669232535 31792
2022-11-23 19:39:15 1669232355 31080
2022-11-23 19:36:15 1669232175 30616
2022-11-23 19:33:15 1669231995 30800
2022-11-23 19:30:15 1669231815 31440
2022-11-23 19:27:15 1669231635 30976
2022-11-23 19:24:15 1669231455 30112
2022-11-23 19:21:15 1669231275 39840
2022-11-23 19:18:15 1669231095 40872
2022-11-23 19:15:15 1669230915 31144
2022-11-23 19:12:15 1669230735 31408
2022-11-23 19:09:15 1669230555 31480
2022-11-23 19:06:15 1669230375 30736
2022-11-23 19:03:15 1669230195 33248
2022-11-23 19:00:15 1669230015 30320
2022-11-23 18:57:15 1669229835 30840
2022-11-23 18:54:15 1669229655 28424
2022-11-23 18:51:15 1669229475 40080
2022-11-23 18:48:15 1669229295 40640
2022-11-23 18:45:15 1669229115 30904
2022-11-23 18:42:15 1669228935 31328
2022-11-23 18:39:16 1669228756 31024
2022-11-23 18:36:15 1669228575 30592
2022-11-23 18:33:15 1669228395 30496
2022-11-23 18:30:15 1669228215 31616
2022-11-23 18:27:15 1669228035 31536
2022-11-23 18:24:15 1669227855 30168
2022-11-23 18:21:15 1669227675 39648
2022-11-23 18:18:15 1669227495 40856
2022-11-23 18:15:15 1669227315 31192
2022-11-23 18:12:15 1669227135 31192
2022-11-23 18:09:15 1669226955 30184
2022-11-23 18:06:15 1669226775 30960
2022-11-23 18:03:15 1669226595 32232
2022-11-23 18:00:15 1669226415 31624
2022-11-23 17:57:15 1669226235 31208
2022-11-23 17:54:15 1669226055 30288
2022-11-23 17:51:15 1669225875 40216
2022-11-23 17:48:15 1669225695 40736
2022-11-23 17:45:15 1669225515 30728
2022-11-23 17:42:16 1669225336 31584
2022-11-23 17:39:15 1669225155 30672
2022-11-23 17:36:15 1669224975 30616
2022-11-23 17:33:16 1669224796 30152
2022-11-23 17:30:15 1669224615 31488
2022-11-23 17:27:15 1669224435 31728
2022-11-23 17:24:15 1669224255 30064
2022-11-23 17:21:15 1669224075 39728
2022-11-23 17:18:15 1669223895 40632
2022-11-23 17:15:15 1669223715 31072
2022-11-23 17:12:15 1669223535 31288
2022-11-23 17:09:16 1669223356 30296
2022-11-23 17:06:15 1669223175 31016
2022-11-23 17:03:15 1669222995 32032
2022-11-23 17:00:15 1669222815 31032
2022-11-23 16:57:15 1669222635 31584
2022-11-23 16:54:15 1669222455 29856
2022-11-23 16:51:15 1669222275 39888
2022-11-23 16:48:15 1669222095 40560
2022-11-23 16:45:15 1669221915 31472
2022-11-23 16:42:15 1669221735 30944
2022-11-23 16:39:15 1669221555 30864
2022-11-23 16:36:15 1669221375 31664
2022-11-23 16:33:15 1669221195 30184
2022-11-23 16:30:15 1669221015 31384
2022-11-23 16:27:15 1669220835 31680
2022-11-23 16:24:15 1669220655 30032
2022-11-23 16:21:15 1669220475 39936
2022-11-23 16:18:15 1669220295 40256
2022-11-23 16:15:15 1669220115 31128
2022-11-23 16:12:15 1669219935 31160
2022-11-23 16:09:15 1669219755 30488
2022-11-23 16:06:15 1669219575 31096
2022-11-23 16:03:15 1669219395 32080
2022-11-23 16:00:15 1669219215 30384
2022-11-23 15:57:16 1669219036 31392
2022-11-23 15:54:15 1669218855 30112
2022-11-23 15:51:15 1669218675 40056
2022-11-23 15:48:15 1669218495 39456
2022-11-23 15:45:15 1669218315 32264
2022-11-23 15:42:15 1669218135 30304
2022-11-23 15:39:15 1669217955 31056
2022-11-23 15:36:15 1669217775 31784
2022-11-23 15:33:15 1669217595 30200
2022-11-23 15:30:15 1669217415 31760
2022-11-23 15:27:16 1669217236 31224
2022-11-23 15:24:15 1669217055 29888
2022-11-23 15:21:15 1669216875 40064
2022-11-23 15:18:16 1669216696 38904
2022-11-23 15:15:15 1669216515 32552
2022-11-23 15:12:16 1669216336 30224
2022-11-23 15:09:16 1669216156 31272
2022-11-23 15:06:15 1669215975 31488
2022-11-23 15:03:15 1669215795 32208
2022-11-23 15:00:15 1669215615 30776
2022-11-23 14:57:16 1669215436 32248
2022-11-23 14:54:15 1669215255 31112
2022-11-23 14:51:15 1669215075 39136
2022-11-23 14:48:15 1669214895 39440
2022-11-23 14:45:15 1669214715 32424
2022-11-23 14:42:15 1669214535 31104
2022-11-23 14:39:16 1669214356 30040
2022-11-23 14:36:15 1669214175 30872
2022-11-23 14:33:15 1669213995 30760
2022-11-23 14:30:15 1669213815 30760
2022-11-23 14:27:16 1669213636 31680
2022-11-23 14:24:15 1669213455 31032
2022-11-23 14:21:15 1669213275 39256
2022-11-23 14:18:15 1669213095 40504
2022-11-23 14:15:15 1669212915 30704
2022-11-23 14:12:15 1669212735 31584
2022-11-23 14:09:15 1669212555 30120
2022-11-23 14:06:15 1669212375 31448
2022-11-23 14:03:15 1669212195 32328
2022-11-23 14:00:15 1669212015 30608
2022-11-23 13:57:15 1669211835 31544
